"acc_num","st_date","cust_age","bill_city","cr_score"
862586,2015-12-12,65,"Edmonton","3"
755077,2018-11-17,22,"Vancouver","5"
560789,2015-10-10,52,"Okotoks","3"
520224,2017-09-18,56,"Whitecourt","3"
378586,2018-07-24,23,"Victoria","5"
236041,2014-05-05,36,"Calgary","4"
729921,2018-02-06,22,"Dawson Creek","4"
605936,2017-06-29,69,"Red Deer","4"
912695,2015-01-31,24,"Edmonton","5"
689012,2019-04-13,69,"Vernon","5"
489633,2019-03-17,36,"Cochrane","3"
721077,2016-03-21,19,"Edmonton","5"
619862,2017-05-20,43,"Calgary","2"
900792,2016-04-25,32,"Port Alberni","3"
466660,2018-07-23,24,"Abbotsford","5"
203566,2016-10-18,24,"Calgary","4"
103784,2018-10-12,58,"White Rock","5"
396722,2018-03-27,36,"Calgary","5"
367463,2018-03-26,55,"Kelowna","3"
186607,2017-06-30,25,"Sidney","4"
791270,2017-02-14,64,"Vancouver","4"
522763,2018-09-24,29,"Edmonton","3"
239366,2017-04-01,48,"Rocky Mountain House","5"
459290,2019-01-18,19,"Vancouver","3"
261967,2017-05-20,50,"Revelstoke","5"
676567,2016-04-21,30,"Vancouver","5"
433484,2014-06-16,40,"Vancouver","4"
247356,2016-04-29,58,"Edmonton","4"
428042,2016-01-23,24,"Nanaimo","5"
410137,2018-12-27,28,"Vancouver","4"
91955,2019-02-16,63,"Edmonton","5"
714967,2015-10-14,45,"Leduc","5"
364016,2015-09-13,61,"Coquitlam","3"
721340,2015-04-13,58,"Vancouver","3"
769599,2019-04-18,44,"Vancouver","3"
819833,2015-02-06,66,"Edmonton","5"
940618,2014-09-10,22,"Burnaby","4"
629325,2019-04-21,48,"Vancouver","5"
334412,2015-12-21,50,"Calgary","5"
820246,2014-05-28,40,"Surrey","4"
221861,2016-10-18,55,"Calgary","3"
801893,2018-10-03,38,"Burnaby","3"
703574,2015-10-19,28,"Abbotsford","4"
510400,2016-11-01,48,"Calgary","2"
971859,2017-05-02,35,"Port Coquitlam","5"
251549,2017-11-15,61,"High Level","5"
198304,2014-10-07,37,"Quesnel","5"
741861,2019-01-05,36,"Lethbridge","4"
770154,2019-03-12,38,"Edmonton","5"
33425,2018-11-28,25,"Burnaby","3"
905909,2015-01-17,44,"Airdrie","2"
280108,2017-09-05,50,"Edmonton","3"
20074,2015-10-15,24,"Victoria","5"
622062,2018-12-28,44,"Edmonton","4"
573424,2018-08-17,57,"Vancouver","5"
535753,2015-04-09,20,"Burnaby","4"
63753,2019-04-14,34,"Calgary","4"
222828,2019-06-26,56,"St. Albert","4"
70928,2014-02-22,42,"Calgary","5"
167082,2018-07-17,31,"Edmonton","4"
904879,2018-03-21,46,"Red Deer","4"
14268,2015-10-12,29,"Red Deer","4"
854393,2017-05-02,51,"Vancouver","3"
340200,2017-04-10,50,"Calgary","4"
532176,2019-01-10,31,"Surrey","4"
455721,2017-05-17,40,"Vancouver","4"
84003,2017-12-27,55,"Vancouver","5"
494747,2017-06-08,56,"Calgary","2"
25707,2019-05-01,62,"Edmonton","3"
711733,2017-07-09,46,"Langley","3"
454717,2017-05-08,50,"Port Coquitlam","5"
274775,2015-07-20,49,"Calgary","5"
994393,2017-03-28,51,"Calgary","4"
24910,2017-06-05,66,"Edmonton","5"
720336,2017-02-12,29,"Calgary","5"
358656,2017-08-04,32,"Three Hills","4"
928751,2016-02-27,65,"Edmonton","4"
298374,2015-01-29,64,"Edmonton","5"
595579,2019-04-23,50,"Surrey","5"
718743,2015-08-09,45,"Coaldale","4"
973330,2015-01-24,36,"Cold Lake","4"
287118,2019-03-06,49,"Strathmore","4"
289531,2017-09-27,21,"Edmonton","4"
726844,2015-08-03,39,"Calgary","3"
190624,2017-11-26,47,"Edmonton","5"
956372,2018-03-13,40,"Richmond","3"
355500,2014-05-26,25,"Calgary","4"
754389,2017-03-22,30,"Vancouver","3"
72700,2016-11-07,55,"Edmonton","4"
499069,2018-08-19,62,"Calgary","5"
555183,2019-01-11,22,"Edmonton","1"
247895,2019-03-16,57,"Calgary","1"
648878,2016-11-25,52,"Dawson Creek","5"
744920,2018-05-20,41,"Abbotsford","2"
358599,2019-04-28,53,"Abbotsford","4"
956914,2018-02-01,20,"Carstairs","5"
781923,2015-02-12,52,"Burnaby","5"
981645,2016-12-04,35,"Vancouver","3"
25077,2019-03-03,38,"Nanaimo","3"
528524,2017-06-16,64,"Vancouver","4"
35513,2015-12-21,28,"Nanaimo","4"
858944,2018-02-05,36,"Edmonton","3"
321781,2016-04-22,70,"Kelowna","4"
653720,2016-02-06,28,"Vancouver","4"
610160,2014-12-06,32,"Medicine Hat","4"
709842,2017-05-12,61,"Vancouver","5"
639262,2019-07-12,22,"Surrey","4"
855726,2019-03-11,32,"Vancouver","3"
255316,2016-06-03,39,"Chilliwack","5"
919339,2014-06-02,51,"Calgary","5"
618385,2015-08-13,40,"Surrey","4"
431729,2016-11-06,47,"Kamloops","5"
313061,2014-11-26,26,"Lacombe","3"
381317,2018-04-27,68,"Calgary","4"
393131,2018-09-29,20,"Edmonton","3"
359676,2016-12-24,21,"Calgary","5"
143204,2019-04-17,61,"Victoria","5"
662378,2018-04-19,46,"Burnaby","4"
18815,2016-11-17,35,"Calgary","5"
932223,2017-11-14,20,"Edmonton","4"
895459,2019-01-30,42,"New Westminster","4"
127524,2015-11-16,55,"Surrey","4"
846009,2014-03-29,23,"Surrey","2"
795741,2017-03-18,39,"Calgary","4"
152022,2014-09-22,59,"Burnaby","5"
907949,2015-03-16,22,"Edmonton","2"
414645,2015-12-08,41,"Calgary","5"
148655,2018-06-17,37,"Grande Prairie","4"
478950,2017-06-05,19,"Lacombe","3"
972312,2015-03-31,30,"Prince George","5"
654456,2016-01-28,64,"Medicine Hat","4"
431332,2018-05-27,61,"Langford","5"
697838,2016-12-08,46,"Edmonton","3"
41917,2015-05-19,41,"Calgary","4"
893943,2018-11-15,52,"Burnaby","4"
184291,2017-05-26,27,"Magrath","5"
427334,2014-10-21,66,"Courtenay","3"
976114,2016-07-11,24,"Calgary","5"
580061,2016-10-18,64,"Lethbridge","4"
416175,2016-03-04,30,"Calgary","5"
556098,2018-10-22,43,"Calgary","5"
917299,2017-08-06,66,"Edmonton","4"
61654,2017-11-06,19,"Lethbridge","4"
853809,2018-06-22,65,"Vancouver","4"
437382,2014-07-30,50,"Brooks","4"
735321,2019-02-12,34,"Calgary","4"
327743,2014-07-18,32,"Calgary","5"
79138,2014-05-05,24,"Calgary","4"
134816,2014-07-19,65,"Vancouver","4"
850969,2015-04-11,38,"Surrey","5"
991301,2018-04-16,66,"Edmonton","5"
393820,2017-08-07,28,"Calgary","5"
769586,2017-09-12,46,"Lloydminster (Part)","3"
553654,2018-05-09,53,"Edmonton","3"
510670,2016-09-03,27,"Calgary","2"
106766,2017-07-06,28,"Vancouver","4"
359089,2015-04-12,68,"Chilliwack","5"
32971,2018-12-24,66,"Fort Saskatchewan","4"
708432,2015-07-31,52,"Edmonton","5"
202497,2014-06-25,34,"Surrey","5"
181955,2018-06-29,62,"Maple Ridge","3"
357731,2014-06-14,57,"Calgary","5"
470382,2018-02-15,19,"Gibsons","4"
861356,2015-09-06,30,"Vernon","4"
628692,2016-07-29,50,"Vancouver","4"
29183,2019-04-11,20,"Vancouver","2"
88047,2018-06-27,50,"Parksville","5"
258760,2018-05-01,21,"Calgary","5"
645484,2016-01-16,57,"Campbell River","2"
873308,2018-09-11,29,"Vancouver","5"
592592,2016-07-19,36,"Coquitlam","5"
398729,2018-06-15,55,"Qualicum Beach","5"
696621,2016-10-13,41,"Red Deer","4"
36089,2018-07-23,62,"Vancouver","5"
105626,2017-12-03,54,"Peace River","3"
10022,2018-08-23,60,"Port Moody","2"
334406,2015-12-24,64,"Vancouver","3"
709677,2017-11-08,58,"Beaumont","4"
301225,2016-10-02,56,"Vancouver","4"
818123,2017-07-20,39,"Vancouver","4"
612329,2018-06-24,57,"Edmonton","5"
628104,2018-01-20,35,"Quesnel","5"
132600,2018-04-15,33,"Burnaby","5"
829117,2017-03-27,66,"Red Deer","3"
330536,2015-03-05,55,"Abbotsford","4"
841073,2018-02-19,23,"Burnaby","3"
451351,2014-03-23,67,"Armstrong","5"
456437,2017-07-27,20,"Vancouver","3"
325884,2014-08-19,30,"Edmonton","5"
560171,2016-01-03,52,"St. Paul","4"
103463,2016-07-25,34,"Victoria","5"
678239,2018-09-13,63,"Edmonton","5"
15020,2018-05-17,68,"Victoria","4"
716546,2017-07-31,64,"Lethbridge","3"
685140,2017-02-13,26,"North Vancouver","5"
716434,2016-08-02,61,"Edmonton","5"
679919,2017-11-03,23,"Nanaimo","4"
197398,2019-06-06,57,"Calgary","3"
609301,2015-02-22,48,"Kelowna","4"
96041,2019-05-20,59,"Fort Saskatchewan","3"
278246,2017-10-26,44,"Fort Saskatchewan","5"
723232,2018-03-19,47,"Surrey","5"
405702,2019-06-13,37,"Coquitlam","3"
906118,2015-11-13,60,"Red Deer","5"
980296,2018-04-25,53,"Kamloops","3"
957608,2016-12-29,33,"Calgary","3"
730830,2019-05-18,57,"Grande Prairie","4"
207460,2017-11-21,36,"View Royal","4"
186528,2017-01-12,56,"Vancouver","2"
695595,2017-02-08,63,"Calgary","5"
425881,2015-07-11,58,"Calgary","2"
170125,2019-03-03,32,"Calgary","2"
554987,2019-01-05,62,"Vancouver","5"
131027,2018-10-27,25,"Vancouver","5"
219851,2018-08-31,36,"Medicine Hat","4"
921320,2018-01-06,53,"Crossfield","3"
714220,2017-01-01,61,"Vancouver","4"
95263,2018-01-26,38,"Edmonton","4"
25276,2016-10-29,22,"Calgary","4"
683129,2014-04-17,40,"Red Deer","5"
223237,2016-11-25,63,"Calgary","4"
278342,2016-03-15,65,"Colwood","4"
257280,2015-11-08,39,"Surrey","3"
290704,2017-06-03,32,"Richmond","4"
660468,2019-07-12,54,"Surrey","4"
32218,2018-10-29,55,"Calgary","3"
415420,2018-08-18,36,"Airdrie","5"
267363,2018-11-07,22,"Didsbury","3"
679936,2017-06-25,62,"Edmonton","5"
766814,2018-06-26,55,"Calgary","4"
532768,2018-05-14,61,"Chilliwack","5"
292505,2015-08-12,53,"Calgary","5"
723253,2018-12-01,67,"Calgary","5"
330819,2018-09-04,61,"Salmon Arm","5"
224511,2016-10-05,31,"Calgary","5"
796226,2018-05-26,49,"Calgary","3"
207543,2014-09-25,37,"Nanaimo","5"
3077,2017-07-11,64,"Lethbridge","3"
246183,2016-12-10,27,"Lloydminster (Part)","4"
693538,2016-09-04,36,"Surrey","2"
977627,2019-05-25,28,"Edmonton","3"
557876,2018-12-15,29,"Chilliwack","5"
739355,2014-02-20,31,"Calgary","4"
526990,2016-10-02,44,"Edmonton","5"
400014,2016-04-17,38,"Wetaskiwin","3"
669121,2017-11-12,50,"Calgary","4"
11265,2015-01-24,55,"Lake Cowichan","2"
526864,2016-12-18,30,"Edmonton","1"
924474,2018-06-02,58,"New Westminster","5"
430219,2018-09-14,46,"White Rock","3"
332318,2015-12-16,62,"Edmonton","4"
335675,2018-12-11,24,"Edmonton","5"
689648,2018-11-19,58,"Calgary","4"
958889,2017-02-01,37,"Burnaby","4"
362673,2015-07-04,38,"Grande Prairie","4"
145262,2018-03-28,23,"Calgary","3"
707143,2019-04-15,64,"Calgary","5"
317633,2015-09-10,66,"Red Deer","4"
14548,2017-02-11,65,"Revelstoke","5"
587946,2018-11-29,29,"Trail","4"
619359,2017-12-01,42,"Edmonton","4"
260017,2017-04-10,58,"Maple Ridge","5"
585606,2019-03-16,25,"Edmonton","5"
612753,2019-05-04,51,"Coaldale","3"
549145,2018-02-17,37,"Vancouver","5"
915157,2017-07-21,70,"Surrey","5"
203706,2016-02-15,47,"Abbotsford","5"
141154,2019-01-25,35,"Burnaby","4"
54318,2015-11-23,37,"Richmond","5"
385716,2016-03-18,29,"Abbotsford","3"
133739,2017-04-03,56,"Sedgewick","5"
283023,2018-01-12,58,"Calgary","5"
962909,2014-09-30,67,"Edmonton","3"
676089,2016-09-01,61,"Port Coquitlam","4"
590231,2015-02-03,57,"Raymond","4"
913662,2015-05-22,59,"Edmonton","3"
706857,2016-11-01,31,"Olds","2"
744869,2016-02-14,43,"Prince George","5"
517963,2017-02-22,35,"Edmonton","4"
549945,2014-04-21,28,"Gibbons","4"
275847,2017-04-19,62,"Vancouver","4"
215242,2017-10-08,53,"Edson","5"
112569,2015-07-02,58,"Banff","4"
252201,2015-08-01,53,"Calgary","5"
212229,2018-07-29,53,"Port Moody","5"
419168,2018-05-21,21,"Chestermere","5"
776669,2017-03-15,44,"Maple Ridge","4"
200333,2014-06-22,69,"Edmonton","3"
227143,2018-04-04,31,"Burnaby","3"
257903,2017-08-06,45,"Vernon","4"
218823,2014-03-24,41,"New Westminster","5"
882670,2019-07-21,61,"Edmonton","3"
38414,2017-12-26,57,"Spruce Grove","5"
383899,2018-11-15,52,"Coquitlam","4"
258678,2017-08-01,19,"Burnaby","4"
146246,2019-05-21,47,"Calgary","3"
135586,2017-03-10,46,"Edmonton","5"
765215,2017-08-11,67,"Calgary","5"
90072,2016-01-19,34,"Kelowna","4"
558518,2017-10-22,41,"Edmonton","5"
349857,2017-07-04,38,"Abbotsford","4"
7309,2016-05-29,64,"Calgary","5"
797460,2015-12-31,25,"New Westminster","5"
356318,2014-09-05,33,"Coquitlam","5"
823972,2014-05-07,46,"Calgary","4"
735868,2017-02-19,29,"Surrey","4"
932844,2018-08-16,64,"Calgary","4"
770608,2017-12-13,32,"Surrey","5"
135326,2014-12-09,19,"Peace River","4"
26710,2017-07-08,55,"Calgary","5"
216551,2019-04-08,49,"Port Alberni","1"
149646,2018-06-26,39,"St. Albert","4"
629929,2016-07-17,39,"Edmonton","5"
100612,2017-01-08,32,"Calgary","4"
198772,2017-06-02,59,"Vancouver","5"
24021,2019-02-05,26,"Okotoks","4"
728092,2018-06-15,31,"Oliver","5"
398570,2019-02-15,25,"Burnaby","2"
923795,2017-01-06,56,"Edmonton","3"
131043,2018-03-01,45,"Lethbridge","3"
862361,2017-07-14,45,"Coquitlam","4"
590929,2017-10-28,25,"Calgary","5"
486842,2018-06-13,45,"Abbotsford","4"
972739,2017-04-09,43,"Edmonton","4"
197601,2017-01-21,38,"Langley","5"
591973,2017-06-10,24,"Port Coquitlam","2"
807237,2016-12-05,34,"Edmonton","5"
153855,2016-01-08,63,"Calgary","4"
803274,2016-08-07,60,"Prince George","4"
58827,2015-02-25,23,"Edmonton","4"
348662,2018-11-14,60,"Powell River","3"
758684,2015-05-14,25,"Edmonton","5"
178485,2017-10-01,20,"Calgary","5"
937949,2017-12-31,63,"Kelowna","3"
807804,2017-06-29,42,"Prince George","4"
426593,2014-05-16,61,"Surrey","3"
932711,2018-05-21,25,"Calgary","4"
209053,2016-11-15,36,"Coquitlam","4"
254568,2017-08-06,47,"Edmonton","3"
481620,2018-09-11,36,"Courtenay","3"
962621,2019-02-08,55,"Edmonton","5"
469966,2017-10-11,53,"Richmond","5"
620285,2019-03-04,64,"Lethbridge","3"
599741,2017-12-20,31,"Penhold","5"
544948,2019-03-04,54,"Edmonton","2"
814359,2019-05-31,48,"New Westminster","3"
713862,2015-11-26,41,"Calgary","4"
845,2018-08-20,32,"Kelowna","5"
900397,2019-04-08,67,"Coquitlam","2"
754089,2015-09-03,43,"Edmonton","4"
175963,2017-09-15,32,"Calgary","3"
14352,2017-01-08,38,"Vancouver","4"
422980,2017-09-10,66,"St. Albert","4"
41429,2018-04-14,47,"Abbotsford","4"
501351,2015-10-03,68,"Abbotsford","4"
985821,2015-12-13,36,"Richmond","3"
67303,2018-12-16,31,"Edmonton","4"
597162,2014-02-14,32,"Edmonton","4"
519431,2014-11-18,21,"Lloydminster (Part)","4"
273140,2015-08-30,66,"Wembley","4"
729140,2014-12-30,61,"Edmonton","3"
85147,2014-04-11,65,"Courtenay","3"
927910,2018-08-09,28,"Terrace","4"
265807,2017-12-01,59,"Red Deer","4"
715648,2014-10-02,65,"Edmonton","2"
690875,2017-10-12,50,"Port Coquitlam","5"
586720,2018-08-25,68,"Surrey","2"
904818,2018-06-03,48,"Vancouver","5"
348437,2017-12-13,48,"Airdrie","4"
362651,2018-03-11,51,"Coalhurst","3"
792974,2018-08-30,38,"Vancouver","3"
212043,2014-07-03,34,"Burnaby","4"
745234,2018-09-11,32,"Surrey","3"
305337,2019-01-25,19,"Calgary","5"
298979,2017-09-04,35,"Pitt Meadows","5"
602415,2015-12-17,27,"Burnaby","5"
221157,2017-08-27,41,"Kelowna","4"
198481,2017-07-12,53,"Burnaby","5"
643580,2015-04-11,35,"Leduc","5"
736204,2017-05-02,64,"Burnaby","1"
786463,2015-12-26,64,"Port Moody","4"
792055,2019-02-07,25,"Armstrong","5"
185922,2019-03-24,70,"Edmonton","5"
429227,2014-03-16,30,"Calgary","4"
375426,2019-02-27,61,"Surrey","5"
149195,2018-11-19,66,"Vancouver","3"
942790,2018-03-16,24,"Bonnyville","4"
398905,2014-03-25,66,"Surrey","3"
377583,2017-03-30,30,"Langford","5"
576429,2019-02-01,24,"Kamloops","4"
674350,2019-06-03,26,"Nanaimo","3"
896148,2016-07-29,53,"Okotoks","3"
429157,2014-02-03,46,"Abbotsford","4"
847498,2018-09-19,56,"Edmonton","3"
517841,2018-11-11,46,"Coquitlam","5"
486672,2018-04-09,19,"Chestermere","4"
916223,2018-02-24,37,"St. Albert","5"
672688,2017-06-26,44,"Vancouver","5"
379537,2014-06-21,39,"Vancouver","4"
545026,2017-02-12,25,"Surrey","5"
975488,2015-09-30,20,"Onoway","3"
103797,2015-02-21,23,"Burnaby","1"
551980,2017-07-13,48,"Nanaimo","4"
922168,2018-02-22,30,"Langford","3"
137063,2018-02-06,22,"Barrhead","3"
241633,2017-05-25,31,"Kamloops","5"
375302,2017-09-11,57,"New Westminster","5"
941196,2016-07-04,52,"Airdrie","4"
366253,2016-09-20,48,"Calgary","3"
569810,2017-04-27,40,"Lacombe","4"
372235,2018-08-21,20,"Edmonton","3"
708690,2015-11-11,68,"View Royal","5"
190248,2016-01-11,70,"Surrey","5"
97116,2017-07-07,48,"Edmonton","2"
990861,2015-02-23,50,"Airdrie","4"
259995,2015-02-10,33,"Sidney","5"
285217,2016-01-14,20,"Calgary","4"
570019,2016-08-23,55,"Edmonton","5"
873601,2017-08-06,46,"Spruce Grove","4"
532043,2019-01-09,65,"Colwood","5"
954358,2017-06-09,30,"Calgary","5"
733356,2016-11-17,58,"Chilliwack","4"
404455,2017-10-05,21,"New Westminster","4"
46779,2018-03-28,36,"North Vancouver","4"
478541,2018-04-29,19,"Courtenay","3"
897305,2017-03-21,47,"Cochrane","4"
40547,2019-02-04,63,"Edmonton","4"
295023,2018-01-04,41,"Lethbridge","4"
494837,2019-07-06,48,"Victoria","4"
251802,2017-04-02,43,"New Westminster","2"
486914,2017-06-03,39,"Fort Saskatchewan","3"
145771,2015-09-28,68,"Vancouver","5"
552757,2019-03-26,24,"Calgary","4"
880995,2014-07-12,24,"Edmonton","4"
237243,2018-12-23,54,"Vulcan","5"
176890,2018-04-01,57,"Vancouver","4"
323904,2014-03-05,36,"Cranbrook","4"
121095,2014-07-07,25,"Calgary","5"
613989,2017-07-27,31,"Kamloops","4"
810966,2015-09-29,57,"Abbotsford","4"
281641,2014-10-04,57,"Edmonton","5"
488852,2018-01-19,68,"Edmonton","5"
288598,2018-09-22,50,"Salmon Arm","4"
798600,2014-08-14,34,"Vancouver","4"
813909,2015-09-23,45,"Nanaimo","5"
454745,2014-09-23,20,"Surrey","4"
830986,2019-06-08,64,"Richmond","3"
589594,2015-02-08,52,"Vancouver","4"
902808,2018-07-04,46,"Prince George","4"
32223,2019-06-20,67,"Cranbrook","2"
550627,2019-06-13,25,"Calgary","5"
823988,2014-06-12,52,"Vancouver","5"
677097,2015-01-04,66,"Richmond","2"
808148,2019-03-03,36,"St. Albert","4"
754734,2017-06-28,32,"Calgary","3"
598331,2018-06-10,28,"Leduc","5"
896419,2018-01-12,20,"Edmonton","5"
975788,2016-07-22,30,"Calgary","3"
409752,2018-05-08,20,"North Vancouver","1"
717109,2019-03-27,68,"Calgary","4"
572035,2016-04-03,70,"Victoria","5"
155981,2017-06-01,57,"Calgary","5"
708922,2015-10-18,53,"Calgary","4"
427208,2019-07-07,40,"Calgary","3"
634512,2017-11-24,53,"Richmond","3"
816400,2019-05-13,58,"Comox","4"
541842,2017-06-21,60,"Medicine Hat","4"
863087,2019-02-05,54,"Calgary","4"
435064,2018-05-21,44,"Surrey","5"
648506,2017-08-31,37,"Edmonton","5"
817679,2016-10-25,27,"Kelowna","4"
371650,2014-04-05,51,"Abbotsford","5"
828545,2017-05-19,37,"Vancouver","4"
38256,2019-06-06,32,"Surrey","5"
129392,2017-05-06,39,"Burnaby","5"
958611,2016-08-11,25,"Comox","3"
628916,2018-07-23,33,"Edmonton","5"
118129,2017-09-10,26,"Penticton","5"
413383,2015-09-20,38,"Edmonton","5"
907299,2015-12-05,53,"Richmond","3"
161346,2015-03-30,63,"Penticton","3"
485874,2015-03-04,35,"Beaumont","3"
307600,2016-09-12,34,"Richmond","5"
887679,2016-05-15,39,"Edmonton","4"
842177,2019-06-01,69,"Coquitlam","4"
805121,2018-06-23,54,"Vancouver","3"
155908,2018-12-11,41,"Calgary","3"
582961,2014-07-23,60,"Calgary","4"
614511,2019-06-15,28,"Surrey","4"
531937,2017-07-15,33,"Fort Saskatchewan","4"
845903,2017-03-07,32,"Fernie","5"
893410,2018-02-08,59,"Coquitlam","5"
570892,2017-01-10,45,"Nanaimo","4"
871659,2019-07-04,43,"Calgary","5"
528935,2018-06-15,52,"Calgary","4"
747466,2018-05-09,39,"Vancouver","4"
565511,2019-02-17,36,"Victoria","4"
450462,2018-10-23,39,"Vancouver","3"
728468,2019-03-23,48,"Creston","2"
786461,2018-03-14,49,"Calgary","4"
612729,2017-01-01,45,"Airdrie","5"
64460,2017-09-13,49,"Edmonton","5"
843327,2019-02-23,59,"Calgary","5"
785549,2017-12-28,54,"Port Coquitlam","5"
47707,2016-06-28,23,"Richmond","3"
209513,2018-02-14,29,"Campbell River","4"
867199,2019-02-16,48,"Richmond","5"
488019,2017-04-21,65,"Edmonton","1"
43181,2017-01-09,57,"Calgary","5"
298624,2016-12-21,67,"Port Coquitlam","5"
230085,2016-04-28,56,"Chilliwack","4"
407395,2016-10-21,69,"Vernon","5"
420678,2018-09-29,56,"Calgary","4"
228352,2016-02-14,30,"Williams Lake","5"
438861,2018-08-27,28,"Nanaimo","4"
923443,2019-05-30,21,"Port Coquitlam","5"
407139,2017-04-19,21,"Vancouver","4"
910037,2019-02-24,36,"Red Deer","4"
238334,2017-09-06,42,"Burnaby","3"
114845,2018-01-31,69,"Surrey","5"
782600,2019-03-06,32,"Calgary","5"
241787,2017-12-23,60,"Sidney","5"
889447,2017-09-23,52,"Calgary","4"
803404,2014-09-08,63,"Port Coquitlam","4"
870050,2015-10-07,33,"Merritt","5"
557078,2015-07-28,26,"Calgary","4"
521889,2016-03-31,44,"Calgary","3"
574366,2018-03-23,56,"Calgary","3"
33780,2014-04-18,63,"Vernon","5"
141137,2015-11-28,58,"Calgary","5"
73816,2015-08-05,62,"Lacombe","4"
102199,2018-01-12,28,"Edmonton","4"
781291,2017-01-07,56,"Vancouver","5"
174553,2016-04-28,66,"Medicine Hat","5"
148050,2018-01-13,28,"Surrey","4"
797105,2019-06-12,31,"Vancouver","3"
375449,2017-06-27,52,"Calgary","3"
283547,2015-05-29,39,"Surrey","5"
488656,2015-08-18,67,"Richmond","4"
460198,2016-06-02,63,"Calgary","2"
640528,2018-12-15,45,"Sylvan Lake","5"
58057,2019-05-14,62,"Surrey","4"
580852,2019-05-12,67,"Stony Plain","4"
559970,2017-09-19,65,"Olds","5"
26122,2017-10-13,35,"Edmonton","4"
410883,2016-03-14,62,"Calgary","3"
480293,2014-11-10,53,"Surrey","5"
372119,2015-08-04,25,"Red Deer","3"
512992,2014-03-05,49,"Vancouver","4"
987233,2018-01-23,29,"Hinton","4"
820269,2014-09-18,63,"Coquitlam","4"
157132,2017-03-13,27,"Prince George","5"
141944,2014-10-08,58,"Port McNeill","3"
960552,2019-05-17,31,"Brooks","3"
93706,2017-03-21,70,"Burnaby","4"
620388,2015-05-25,24,"Calgary","4"
906496,2015-12-04,60,"Red Deer","5"
978128,2018-08-07,37,"Airdrie","4"
78005,2019-04-24,51,"St. Albert","4"
366163,2015-06-10,31,"Abbotsford","3"
486718,2017-12-20,64,"Edmonton","4"
624702,2016-07-11,35,"Maple Ridge","5"
971174,2014-08-13,23,"Edmonton","3"
808525,2017-07-30,43,"Edmonton","5"
89150,2019-06-05,51,"Vancouver","5"
737126,2018-07-06,65,"Surrey","5"
529691,2018-01-04,27,"Prince George","5"
506704,2016-02-15,41,"Vancouver","4"
163044,2019-01-02,48,"Leduc","3"
151851,2015-05-16,40,"Lloydminster (Part)","5"
617161,2014-02-24,23,"Victoria","4"
897542,2016-09-02,35,"Vancouver","4"
842241,2017-12-31,51,"Vancouver","5"
447707,2018-06-29,43,"Calgary","3"
830648,2017-03-20,31,"Medicine Hat","4"
357040,2017-01-31,37,"Coquitlam","4"
552082,2017-10-19,25,"Kamloops","5"
690113,2015-12-19,66,"Kelowna","3"
304709,2016-12-13,55,"Surrey","4"
178217,2014-09-19,61,"Burnaby","3"
882494,2015-08-17,53,"Edmonton","4"
590233,2017-05-08,53,"Okotoks","3"
245673,2017-11-02,23,"Vancouver","5"
303244,2018-02-23,31,"Port Coquitlam","5"
881933,2019-07-18,33,"Quesnel","5"
419482,2017-05-23,23,"Surrey","4"
133406,2017-09-01,57,"St. Albert","4"
957239,2018-03-17,43,"Prince George","5"
151525,2017-02-02,48,"Edmonton","5"
376341,2015-02-14,19,"Grande Prairie","4"
997200,2016-02-14,65,"Grande Prairie","4"
200647,2017-07-19,23,"Port Coquitlam","4"
367591,2017-09-25,46,"Coquitlam","4"
72826,2016-05-27,37,"Calgary","3"
288788,2017-12-05,65,"Canmore","3"
901574,2014-06-20,54,"Vancouver","5"
803795,2019-07-12,45,"Surrey","3"
60756,2017-08-14,65,"Port McNeill","5"
462847,2017-07-20,24,"New Westminster","3"
208816,2017-03-03,52,"Edmonton","4"
795091,2014-10-20,32,"Edmonton","3"
350306,2017-04-02,70,"Edmonton","3"
149572,2019-06-01,51,"Abbotsford","5"
115007,2017-07-17,53,"Calgary","4"
585609,2018-04-08,70,"Red Deer","5"
325795,2016-10-20,41,"Richmond","4"
217639,2015-07-17,30,"Vancouver","4"
377575,2019-03-25,40,"Abbotsford","5"
327935,2017-05-08,54,"Edmonton","3"
828868,2017-12-10,40,"St. Albert","4"
798579,2019-01-07,54,"Penticton","5"
106640,2017-01-11,46,"Burnaby","4"
305278,2018-01-18,32,"Coquitlam","5"
530285,2014-12-26,56,"Prince George","4"
974753,2014-06-03,58,"Calgary","3"
652026,2018-09-10,54,"Okotoks","4"
436766,2019-04-19,68,"Calgary","3"
391022,2017-10-29,30,"Surrey","5"
712671,2015-09-02,35,"Edmonton","3"
176724,2017-04-11,62,"Calgary","5"
442256,2017-07-24,48,"Strathmore","3"
865135,2017-02-19,31,"Prince George","5"
878354,2017-11-04,63,"Calgary","3"
182609,2016-02-06,45,"Fort St. John","3"
465153,2018-01-03,27,"Vancouver","3"
505343,2017-03-10,31,"Medicine Hat","3"
855416,2015-03-23,65,"Richmond","4"
305540,2018-03-05,63,"Abbotsford","4"
149134,2016-04-12,28,"Port Moody","5"
802031,2019-01-09,64,"Calgary","3"
330435,2016-01-23,70,"Abbotsford","3"
438182,2018-06-27,39,"North Vancouver","3"
47870,2018-09-04,30,"Calgary","3"
370816,2016-06-01,68,"Burnaby","5"
7959,2018-10-18,62,"Calgary","4"
59527,2016-12-30,42,"Edmonton","3"
